objid,map_type,map_name,hash_id,name,fieldarea,region,scale,equip,map_static,korok_id,korok_type,pos,drop.type,drop.value
25447,MainField,B-3,0x0b4f6cb0a1f3de00,Enemy_Giant_Bone,Surface18,Lindor's Brow,0,,1,,,"[-3794.04, 246.11, -1557.18]",Table,['Default']
92231,MainField,D-5,0x916c6930c476b79f,Enemy_Giant_Bone,Surface6,Lookout Landing,0,,1,,,"[-1177.03, 139.57, 114.59]",Table,['Default']
157438,MainField,F-6,0x08386ead19f19155,Enemy_Giant_Bone,Surface49,Popla Foothills,0,,1,,,"[780.39, 119.21, 1954.19]",Table,['Default']
207226,MainField,H-1,0xe1a463145d943d51,Enemy_Giant_Bone,Surface105,Eldin Canyon,0,,1,,,"[2141.81, 535.85, -3011.22]",Table,['Default']
227821,MainField,H-6,0x202298bbe40ddc95,Enemy_Giant_Bone,Surface13,Sahasra Slope,0,,1,,,"[2413.66, 303.79, 1166.55]",Table,['Default']
232688,MainField,H-7,0xcae9d1d9fe9e71ba,Enemy_Giant_Bone,Surface61,Rabella Wetlands,0,,1,,,"[2770.66, 258.04, 2712.59]",Table,['Default']
522382,MainField,Cave__Cave_Akkala_0011_GroupSet_000 ,0x560fd863d433f49e,Enemy_Giant_Bone_AllDay,Cave22,,0,,1,,,"[3435.44, -33.58, -3327.41]",Table,['Default']
523435,MainField,Cave__Cave_CentralHyrule_0018_GroupSet_000 ,0x3b82c4cda9b601e7,Enemy_Giant_Bone_AllDay,Cave76,,0,,1,,,"[-321.59, 68.4, -458.03]",Table,['Default']
541123,MainField,Cave__Cave_HyruleRidge_0007_GroupSet_000 ,0x7db940ca8c21c17e,AutoGenerateDestructibleActorHardnessLv1_9059343364111057278,Cave81,,0,,1,,,"[-2058.83, 36.63, -1557.54]",Table,['None']
541124,MainField,Cave__Cave_HyruleRidge_0007_GroupSet_000 ,0xbfb5f730c60fc03d,Enemy_Giant_Bone_AllDay,Cave81,,0,,1,,,"[-2058.39, 34.8, -1558.58]",Table,['Default']
548492,MainField,Cave__Well_0028_GroupSet_000 ,0xcf46a95863ce7e62,AutoGenerateDestructibleActorHardnessLv1_14935811411317522018,Cave65,,0,,1,,,"[1433.67, 93.89, 138.43]",Table,['None']
548493,MainField,Cave__Well_0028_GroupSet_000 ,0x4159b725a5a10fb8,Enemy_Giant_Bone_AllDay,Cave65,,0,,1,,,"[1434.25, 92.06, 137.32]",Table,['Default']
305715,MinusField,B-3,0x481b64af5bad2a9d,Enemy_Giant_Bone_AllDay,Depths18,,0,,1,,,"[-3793.24, -485.34, -1557.11]",Table,['Minus']
323236,MinusField,B-8,0x07c82e99cd8bd325,Enemy_Giant_Bone_AllDay,Depths21,,0,,1,,,"[-3570.83, -363.58, 3554.62]",Table,['Minus']
363761,MinusField,D-5,0x50103a8a84649d4f,Enemy_Giant_Bone_AllDay,Depths6,,0,,1,,,"[-1092.66, -380.07, -46.55]",Table,['Minus']
363876,MinusField,D-5,0x2dff7098ea384767,Enemy_Giant_Bone_AllDay,Depths6,,0,,1,,,"[-1177.03, -381.29, 114.59]",Table,['Minus']
403308,MinusField,F-2,0xb6f130bc61d43209,Enemy_Giant_Bone_AllDay,Depths89,,0,,1,,,"[912.68, -571.55, -2907.77]",Table,['Minus']
416378,MinusField,F-6,0x67dbd94fd8596adf,Enemy_Giant_Bone_AllDay,Depths49,,0,,1,,,"[779.41, -361.07, 1956.19]",Table,['Minus']
445417,MinusField,H-1,0xe58cf6f274d94b7d,Enemy_Giant_Bone_AllDay,Depths103,,0,,1,,,"[2138.01, -768.15, -3008.41]",Table,['Minus']
457826,MinusField,H-6,0x1dbe03cb73ea209d,Enemy_Giant_Bone_AllDay,Depths19,,0,,1,,,"[2243.53, -575.15, 1134.1]",Table,['Minus']
461471,MinusField,H-7,0x814a34c97b48541e,Enemy_Giant_Bone_AllDay,Depths13,,0,,1,,,"[2874.6, -465.13, 2405.43]",Table,['Minus']
467139,MinusField,I-1,0x61b805632ebe1814,Enemy_Giant_Bone_AllDay,Depths22,,0,,1,,,"[3257.22, -325.39, -3445.18]",Table,['Minus']
